,Text,sentiment
43,"   ikr my phone is going to be defect
and id have to go to apple and thats so much work",pos
44,Apple at Work — The Underdogs  via ,pos
45, Disclaimer: I went really deep on Apple stock. AirPods don't carry the stigma of hearing aids. I can see why that is a great solution.,neg
46,"    California has a larger population than all of those countries combined. Their system(sConfusion wouldn't work with our country, and we would have to pretty much eliminate immigration (like they have.Confusion I know how well that would fair with the left. Talk about comparing Apples to Cars",neg
47," Yet we are all waiting to see if Apple, the other shoe, drops and thus takes out the Nasdaq/SP 500. 

What's this going to do to BRK? Has Apple's 30% (or soConfusion drop thus far in 2022 been factored into BRK's share price?

I'd bet not.

That said BRK was a great defensive stock!",neg
48," Oh no 🥲 but ay luckily you had a back up unfortunate it's an apple 🤭 Def worth getting fixed and YAS A SCREEN PROTECTOR SILLY! okay to be fair they sometimes work, lol",neg
49,"Now instead of Apple getting newspapers to run stories saying vaguely that Apple claims they fired me for ""leaking""

Now we get to talk about what exactly Apple claims I ""leaked"" 

I leaked a lot of really shitty work conditions 
",neg
50, caves in to #racist customer! Does your employer enable or fight work-related #racism?? #Walmart #Amazon #Apple #Google,neg
51, My youngest son used to work for Apple. I always turned the phone call over to him to have fun with the hacker/scammers.,neg
52,  Lol Bob is trying to decrease Disney stock so they can sell it to Apple  it’s only rumour Notting to see here Bob would never sell Disney to apple,neg
53,"2 Pack Mini Smart Plug, WiFi Outlet Work with Apple HomeKit/Siri/Alexa/Google Home, Remote/Voice Control Smart Socket with Ti WENPA2W

 ",neg
54," What if you wanna cut out bad toxins and on the morning of New year, instead of having said toxins, you drink lots of cranberry/orange/apple juice and/or water? It may not work but it will help surely.",neg
55, That will be me after work. I’ll be having Crown Apple and Sprite,pos
56,"Where Will Apple Stock Be in 1 Year?
 ",neg
57," Nice work, Now can you add Andoid auto and Apple car play?",neu
58,"Gonna sound like an Apple shill here, but MAN these AirPods Pro 2’s work wonderfully in this insanely loud environment. Love adaptive transparency mode. #airpodspro2 ",pos
59,"Q Can you add Apple Pay and Paypal?
A ADDED

Q Can you allow me to gift a membership?
A ADDED

Q Discount for the Holidays?
A 25% off Memberships until Jan 2nd using Promo code: Holidays2022

#HappyNewYear to all Members and #Stock / #Crypto Traders!!!

",neg
60,my 2023 wish is to have a red-head lessie emoji so i can comment about work wives on the abbott elementary instagram posts.  FIX IT!!! ,pos
61,Update: I stopped to see Josh before work and he had ordered me my favorite sandwich (PaneraConfusion with an apple AND gave me an energy drink AND my NYE kiss because I will be working this evening. I am not lying when I say that God knew I needed this man in my life.,neg
62," Oh grow up Dave,
Does your mummy know you're playing on the computer sweetie?
How's them apples for a New Year greeting smiling_face_with_smiling_eyes
PS
Keep up the good work.",pos
63," In my 20 minutes with it, Apple Weather seems like it’ll work.",pos
64,yes i used to be one of those kids who lied and said they daddy used to work for appleunamused_face,neg
65,"  it is a gamble. You have 50:50% either way!
But, if you are looking for long term, buy Apple instead of $tsla. I already have $tsla at 283 average price x 1500. I think that is enough for Tesla.  I like Tesla but it is the biggest MEME stock!",neg
66," We are all familiar with Apple products; it is one of the most valuable companies in the world with a market value of approx $2T in ‘21. It was started in 1976, it took 45 years  the work of 137,000 employees to amass this value. 137,000 people @ 45 yrs can cover  5% of US debt",neg
67," Between Apple’s IPO in 1980 and 1997 the stock price barely moved. So unless there was a massive jump in value between 1977 and 1980, selling was the right choice. Would have needed to hold until 2004 to get a 10x on IPO price, only a 10% IRR. 130x and 31%+ IRR 2004-2022!",neg
68," I went right to the discounted rack first
I was able to get apples
I also buy my meat on sale only
I try to shop at 4pm when the ""prepare tonight"" meat has been tagged  people are still at work
I'm not suffering
But I know a lot of people are. I'm making it work",neg
69,"Biden $1.7T Tanks the economy as Apple's value plunged nearly $1 trillion in 2022. Here's what that says about the economy.The decline of a longstanding stalwart came amid unsettling economic trends.The stock market does not like Biden’s economic policies, nothing good for people",neg
70, Continue with the good work ... Happy new year,pos
71, So the first woman ate an apple and made us work forever. The second woman opened a box and all our hopes and dreams are gone. Please don’t tell me what the third woman did!,neg
72, Buy Apple Stock.,neg
73,i FINALLY got my apple pen in the mail today Happy_face_smiley time to do some work,pos
74,   They already make it almost illegal to work on newer cars. Tesla for example doesn't like people repairing their own cars. Apple doesn't allow working on their own products.,pos
75,"4. Human population will be divided by climate crisis happening across the globe 

5. UK will be completely owed by the monarchy

6. Polar vortex hitting Western Europe 

7. Apple stock will crash similarly to other tech giants in ‘22, commodities will rule the stockmarket",neg
76,"Apple, AMC, Meta, And How Elon Musk Is Reacting To Tesla Stock Plung  $Great_dismayY $JD $NIO $BABA $BTC.X $ETH.X $DOGE.X $BBIG $BNB.X $AAPL $TSLA $MULN $CEI $SPY $DJIA $Sad_or_CryingQ $CRSP $NVAX $PFE $MRNA $AZN $ABNB $BIIB $BNTX $BA $COP $PDD $COST $GM $META $AMZN $NFLX $YUM",pos
77,"Come to think of it.  My music intake is spread over Apple Music, Tidal and random YouTube.  Should probably work on that.",pos
78,"Melts Stock available…

Snap Bars
1 Amber Noir
4 Apple Cinnamon
1 Aqua Minerals  Sea Kelp
2 Baby Powder
1 Beach Life
1 Bloomin’ Heather
1 Candy Cane
3 Christmas Cranberry Sparkler
1 Christmas Spice
3 Christmas Tree
1 Enchanted Forrest
3 Highland Retreat

Cont’d… ",neg
79,"Today #MSFT stock is a better growth stock than #Apple with higher P/E, EBITDA Margin and beta  1. A good buy for growth on a dip, when the opportunity arises. #future #strategy",pos
80, Buy Apple Stock and Atlantic City Casino stocks. Don’t wait to eat healthy and don’t let your love life interfere with your passion and gifts.,neg
81,I don’t have grapes…12 apples go work ???,neg
82,"some of the replies are fucking insane
ppl really be like.. ""just use these natural remedies bro, it'll work bro just trust me bro, big pharma aint got shit on this honey ginseng elderflower apple juice""

you treat bacterial infections with antibiotics smfh",pos
83," I’m running so much stock Apple these days. Mail, calendar, maps, weather,  safari.

Only using Google photos over Apple and 1P over keychain at this point",neg
84, Just signed up for 7 day trial but work out how to watch it on Apple TV. Using laptop instead. Enjoying it,neg
85,"Apple has clearance 27"" 5K iMacs in stock starting at $1299, Certified RefurbisheTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry ",pos
86," you have to understand corporate shills like lauren cannot create on their own, they take other peoples work and claim it is theirs, such people will not only ruin witcher but netflix as well. It is mind boggling nobody took care of those rotten apples",neg
87," Officers deserve our respect. Not easy work. Sure there are bad apples, but many (and I know someConfusion are, in their way, working for the greater good.",neg
88, As I Tweet this Baghdad is about to enjoy New Years 2023. Just pick a time zone! Happy New Year Sarah. Even if yer going with apple juice because of work.,neg
89,"Look at any university in the US, they have classes and degrees centered on proprietary tech and companies like Microsoft, Apple, Oracle. They degrade education to get people ready to work at these companies.",pos
90,"15+ yrs I've used Final Cut Pro, AVID, Adobe, Vegas Pro, and KDEnlive for paying freelance video work.

After trying it on Apple Silicon I'm committing to stick only with DaVinci Resolve this year.

That's my only #Resolution2023 : use better tools for more consistent results. ",pos
91, We were going to head to  Louisville for NYE but decided it would be just as nice (if not better!Confusion to drink mimosas at home and watch the ball drop on our Apple TV. I’ve been doing ancestor work in preparation for a year of grief recovery.,neg
92,I think I deserve an apple product refresh . Will work on that as my Christmas gift to myself over Q1.,neg
93,Happy New Year 2023 to all of you. We are excited to work with countries of the world. WORKID download link google play  Apple  Windows  #IFSCA #Investor #Banks #Startuphub #StartupIndia #MakeInIndia #MSME #Tech ,pos
94,Kinda pissed I can't go to the farmers market in front of my work Frown_sad_andry_or_pouting I saw some apples and I want one to snack on,neg
95,ARM (and specifically Apple's implementationConfusion is so fast.... Rails test suite at work runs in 40% the time of my 3 year older 6 core I7 MacBook Pro flushed_face,neg
96,Happy New Year 2023 to all of you. We are excited to work with countries of the world. WORKID download link google play  Apple  Windows  #IFSCA #Investor #Banks #Startuphub #StartupIndia #MakeInIndia #MSME #Tech ,pos
97,Happy New Year 2023 to all of you. We are excited to work with countries of the world. WORKID download link google play  Apple  Windows  #IFSCA #Investor #Banks #Startuphub #StartupIndia #MakeInIndia #MSME #Tech ,pos
98,   Do any of that with a none Apple product. How well does it work?  Now which platforms can you do those things with Snapchat and Facebook messenger.....all devices. Proprietary communication apps are only used by the totally clueless.,neg
99,"Cooking marathon. 
Beef barley soup with beef stock I made last month. Slo cooked a beef roast for extra beef for the soup. Now I have hot beef for the freezer.
And a apple crisp pizza in the oven. Will drizzle that with caramel when cool. ",neg
100,My kid is sitting by himself alone right now while I work because we had a meltdown about  content again weary_face,neg
101,"  The clergy man listened to apple pickers at work for an hour or so.
",neg
102,"*sends wifey a good morning text*

apple: “fuck you. we’re not gonna let your imessage work”",neg
103," Great work! Now make it so we can have the game be in sync across multiple Apple TVs in the same home, please!",neg
104,"december 

a tiring month, between work and college.. passed all but 2 of my hair exams, and passed all practical assessments 

had a lovely christmas, treated myself to an apple watch and quite a few motorsport things (when do i notface_with_tears_of_joyConfusion 

got tickets to autosport international party_popper",pos
105,"       Sometimes the work speaks for itself, congratulations on a great year party_popperparty_popper",neg
106," Apples and oranges comparison. 

Women you married back in the day were mostly virgins and loyal to their husband. That is not how the western world is anymore.

Andrew Tate is right, work on yourself, be the best version of yourself and the world is your oyster.",neg
107, hey maybe take some of the billions of goddamn money you make and make your apple tv app work at all you fucks,neg
108,"While hate-mongering democrats are pointing at Tesla and Twitter for stock losses keep in mind that the entire market has done poorly. Apple, Google, Microsoft, Amazon ALL did bad this year. 

But, by all means, focus on Elon because he doesn't do what he's told.",neg
109,"“Is Apple stock a good buy after its recent pullback?”, our latest interactive investor QA:


Learn how to earn high profits in both bull  bear markets for FREE here:


#investing #trading #stocks #ETFs #fund ",neg
110,"        Just finished listening to your wrap up (I listen on Apple PodcastConfusion and just wanted to say thanks for all the great content this year, and all the best 2023!  Appreciate all your hard work, and I learn a lot from your efforts. Cheers! clinking_glasses",pos
111,   - this dork work for you?,neg
112,"  US corporations doing business in China: Apple, Boeing, Caterpillar, GM, Starbucks, Nike, Ford,  others. Imagine what their tax returns show for China  the how that effects salary  wages paid to their employees  impact on shareholders. All try to profit from China.",neg
113,"Bulls And Bears Of The Week: Apple, AMC, Meta, And How Elon Musk Is Reacting To Tesla Stock Plunge ",pos
114,"  Apple was just a garage start-up in 1984, their early employees worked night and day. I know a woman who started as a lunch runner for Jobs and Woz, worked hard. She cashed out and has been living on a 120ft yacht in Greece since 1998.

Hard work pays well.",neg
115,"  I mean, not really. Not if you’re valuable and need to train and transition work. A job and football is really apples to oranges",neg
116," This is some of the stocks I own: Apple, Crown Castle, Csco, Microsoft, JPMorgan, Wells Fargo, Qcom, Ford, ATT, Vz, Coke, Altria, SPG, PRU, Ares, BEP, EVA, EPD, ET, Eng, CVX, Vici, and others. Why would I ever “dividend stock trade?” Don’t understand the purpose.",neg
117,"Bill Dawes is so amazing to watch and work with. He grabbed a recurring on City In A Hill and had some pins and bookings recently while in New York. .

Camera:  FX6 | Lens:  | SounTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry  Mattebox:  | Edited on Final Cut X:  with the Mac ",neg
118,"   Also amazing work Apa and LegendsVR! (Not gonna lie, I thought the heart was an apple-Confusion",neg
119,I deeply believe the Apple Pencil should work on my iPhone…no reason for it not to.,neg
120,    Only got from SNKRS if anything is sitting in my size and without a banking app payment is a nightmare even Apple Pay don’t work most of the time,neg
121," My two favorite dividend stocks are Apple and Microsoft. Frankly, because they are the only individual stocks I own. The rest of my stock allocations are in index funds that also have yield.",pos
122,"Your #free #stock is waiting for you! Join #Robinhood  and we’ll both get a stock like #Apple, #Ford, #Facebook, #Gamestop, or #AMC #HOOD for free. Sign up with my link  ",pos
123,"Bought a new MacBook Air. My God, my life has already changed for the better. On the other hand, let's give it up for  products. My last Air lasted EIGHT YEARS. Which, like my iPhone, I use for work  play, 24/7. Bravo Steve Jobs, we're still saluting you. #design #quality",pos
124,How did the largest capitalized companies in the US perform in 2022? Not so great.: Apple is ending the year as the largest capitalized stock in the US. It closed the year with a…   |   |  #forex #trading,neg
125,"    There are bad apples on both sides. Sorry to say, but like I said I don’t put stock in them so you’ll get no real argument from me.",neg
126, Doesn’t work on my year old Apple TV 4K. Craziest Apple thing since introducing AirPods Max without wired lossless (I understand why it doesn’t work wirelesslyConfusion.,pos
127, latest macOS forces Safari as default for opening web shortcuts even if another browser is set as default in settings. Can't be changed in getinfo box either. All existing web shortcuts are also changed.. not anti-competitive in any way.. Great work apple.,neg
128," There are thousands of US companies in China including Apple, Microsoft, Amazon, Facebook, IBM. Loans need to be paid back or they get reported as income. Daniels payment was a legal transaction by contract. It’s documented where Trump’s salary was given to. Again, u hv no story.",neg
129," After the 16.1.2 update, my phone battery life tripled. Now on 16.2, I can leave Always On Display with black background and go to bed with 40% while only using cellular all day (work doesn’t have Wi-FiConfusion and streaming YouTube and Apple Music.",neg
130,Taking all pnd’s music off apple music but leaving seven days is sick work.,pos
131,"3.  Big tech

3.1. Tesla stock dips below $60 (70Drunk_or_confused

3.2. Apple announces VR headset (60Drunk_or_confused

3.3. Apple announces Oura-like smart ring (50Drunk_or_confused

3.4. Google does not discontinue Search. Global search volume is at an all time high (80Drunk_or_confused

(5/9Confusion",neg
132, Buy apple stock,neu
133,"Apple, Mastercard, Trade Desk - looking for stock with good probability of dynamic growth in q2-q4 2023",pos
134,1. Modeling amp; Analysis of Apple Stock Prices in R | GARCH Models -  ##BESStocksNews #News ,neu
135,I need to speak to whoever work for Apple Music cause why partynextdoor’s music not on there no more 🥴,pos
136, I used to work in the SmartTV industry and it's amazing how everyone but Roku and Apple suck. Like it's on purpose.,neg
137,"i used apple pay on a card reader for the first time earlier, and i've never been so surprised to see something work as intended",neg
138, Buy apple stock,neu
139,    You talk about the AVERAGE nurses salary and go on to say it's insulting that any nurses need to use food banks. You're comparing apples and oranges. No one is saying the average nurse is using a food bank. Just that some nurses are struggling enough to need to.,neg
140,"Just a fun fact.
Wearing a standard surgical mask to stop the coronavirus.
Is like sleeping under a mosquito net which has holes as big as apples.
Simply put, it doesn't work. ",neg
141,"  Anaphylaxis if I eat enough of it. Small amounts makes my lips and tongue itch and tingle, more will work down to my throat and too much (like a couple slices of an appleConfusion will cause my throat to swell and the slow onset of anaphylactic shock. Happened twice in my life, scary.",neg
142, I could never buy apple just a hardware stock and they become so woke now,neg
143,So that Apple can make it easy for us to work from home,pos
144," We’re either supposed to believe:

1Confusion Apple is a hypocrite and employees should work from home

Or

2Confusion Their marketing is built on a false premise that virtual collaboration is more or just as effective as in face. 

I believe the latter; of course it depends on the business.",pos
145, I have had almost every model of yout tablets with touch. None of them work. Maybe your new years resolution could be to fix this once and for all? Been waiting some years now. With my trusted Apple touchpad saving me every time.,neg
146,If you're reading this there's a 75% chance you're holding cobalt mined by people in the Congo in horrific conditions for less than $1/day. We are all guilty. We need to get    etc to fix the way these supply chains work.,neg
147,"While Apple is making ads about how its computers and software make it easy to work from home, the company wants its own staff to start coming back to the office ",pos
148,i just did the taylor swift dance work out on apple fitness and i loved it,neg
149,"  Those other vaccines were sterilising,  natural immunity was recognised (because it was also enduringConfusion. That is comparing apples  oranges. It also misses the point - these people worked most of the pandemic BEFORE there were vaccines  mandates. Does that work no longer count?",neg
150, Buy Apple stock,neu
151,"70 interviews are officially out under our stock/business/industry deep dive format

52 more on the way in 2023

Listen wherever you get your podcasts

Spotifyright_arrow️

Appleright_arrow️",neg
152,"2023 goals: 
-make apple cider
-work for money
-work for friends
-understand crypto 
-7 day water fast 
-mint condition bmw e9 csi",pos
153," This is big, getting Apple to work with Binance that's it, Apple is pretty known to don't like Crypto related products.",neg
154,"#bloggers #newblogpost #blogger Is Apple a Must Own Stock in 2022?
",neu
155,"  Probably one bad apple did something wrong now everybody has to suffer. I say figure out the problem and fix it, opposed to Severely punishing sick Humans who Need Medical Relief from Medicinal that’s Proven to Work",neg
156,"will this work on my Apple device....
I will not switch from ",neg
157,  It’s just effected my Libre. They’ve said it hasn’t effected most things…it has been to do with the new updates and a part that’s needed for the Bluetooth to work. I checked with a different device in the Apple shop to confirm it was a device fault. They finally admitted it.,neg
158,why the hell they take pnd off Apple Music???!?? Now I’m mad as hell at work,pos
159," ohhh ok
i use ipad so it should work
would i still be able to use my eng apple store acc?",neg
160," Just take into account that based on its PE ratio Amazon is the most overvalued big tech stock. Meta, Google and  Apple are much cheaper and even Tesla is cheaper than Amazon. Even after the coming low it's likely to underperform the rest of big tech.",pos
161, I mean….an apple severa times a day work according to  face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyperson_shruggingmedium_skin_tone‍male_sign️give them a try! I was 245lbs and worked,pos
162,Ok   why release a cool app that gives karaoke to Apple Music and it doesn’t work?! Stupid….,pos
163,1 Poison Apple candle left in stock!,neg
164,"2023 Predictions cont 

7. Apple will announce a headset/glasses, entry list price $1499
8. Facebook’s stock will go up 50%
9. Elon will own Twitter still
10. The US will ban TikTok or force its sale to non-Chinese buyer",pos
165, Shit imagine buying $10k of apple/amazon stock in the 90's... Or simply Judy been an early investor... Today that would've been worth millions,neg
166,"Most obvious MSM bias is the daily ""dump on Elon"" over Tesla stock price - no equal coverage of Bezos/Amazon (-50Drunk_or_confused and other Big Tech stocks Apple, Facebook, Google, etc.

Elon has skin in the game, not sitting quietly in the background counting his coins like Scrooge McDuck.",neg
167, I like the hand taking the apple has so many connotations to work and build round,pos
168,FOH at work got Fiona apple on and I simply must hide in the basement so I don't cry,pos
169,"WATCH STOCK MARKET ENDS 2022 THESE WERE THE BEST TRADES.  

#FAANG #Stocks #Trading #DAYTRADING #STOCKMARKET #STOCKTRADING

#Apple $AAPL
#Microsoft $MSFT
#Amazon $AMZN
#Facebook $META
#Alphabet $GOOG
#Tesla $TSLA
#NVIDIA $NVDA
#Netflix $NFLX
#Alibaba $BABA",pos
170,   Exactly. Yall already forgot when a gas station iphone cord wouldn’t work bc apple blocked foreign charging technology huh,neg
171,"Looks like a big year ahead for Apple, will the stock price follow this upward trend?  ",pos
172, Lol okie okie… let’s see Happy_face_or_smiley or maybe it can work in one of the apple factories making my next iPhone Happy_face_or_smiley,neg
173,"Got my Black Eyed Peas on low simmer  early this morning. I've had the stock on simmer since yesterday.

#blackeyedpeas #happynewyear #homemadestock #smokedhamhocks @ Apple Market Inc. ",pos
174,"Some governments have tried to legally limit the use of loot boxes.  Did it work?

Listen/Watch:
Apple: 
Spotify: 
YouTube: 

#lootboxes  #law #gaming #gamedev #videogames #games 
 ",neu
175, Does it work for Apple Music?,neu
176,"OL' CRIMSON HAT is live!
roselimited stock
roseapple pay = slower transactions
rose premium 5 panel hat
rose ship in 2/3 weeks
rose all sales FINAL
 ",neg
177,"Apple 2022 stock return
-26,40%
#Apple #AAPL 
",pos
178,"      The best book on this topic is ""The Dying of Money""

And..sort of. Imagine there's farmer and carpenter each with $1. Every day farmer swaps his 1 apple for carpenter's 1 hr work (each pays $1Confusion. Govt prints 2$, gives $1 to each. Over time apple and work will come to cost $2",neg
179,Apple Music shuffle needs some work,neu
180,Hey  Work on imessage timed delivery text messages in 2023. thanks.,neu
181,  I work for the government and I own a Honeycrisp apple orchard I think I'm doing just fine. Again. Stop simping for a male criminal,neg
182," why you don't have a stocks app like Apple ? I never liked them but their stock app is so good, i am getting inclined towards apple now, please don't make me move from Galaxy 8, Galaxy 10 and now Galaxy 21 to apple next, do something ",neg
183,"Apple's deception: Sure, you COULD install Big Sur on your 128GB Air…if you pretty much delete all your files or live with having about 8GB left to work with. The sneaky way of getting you to buy a new Mac with more RAM, because you can't add RAM post-purchase. #AppleSucks",neg
184, Buy Apple stock,neu
185, Buy apple stock,neu
186,"Apple Inc
Weekly Chart 
Expecting Some buying Action to take place in Apple in the coming Weeks 
Try to buy above the reeion of $137-$135
(Purely Swing Trading StockConfusion
#Apple #StockMarket #stocks",pos
187,"   Nothing to do with helping Ukraine or this selfish person's issues.  Seriously wrong but Apple red_apple vs tangerine 
min wage.... 
NH $7.25
Mass $15
Maine $13.80

I live in NH our politicians SUCK but luckily I'm on the coast... everyone has to pay more or we don't work

#nhpolitics",neg
188,I just got Apple tv and watched the first episode of  and OMG!  is so amazing. This just makes me love her even more. She is such an amazing talent. I first was introduced to her work and fell in love with her body of work in the movie production of RENT,neg
189,"Solved it. Apple iOS 16.2 is the issue, any mixed album will work lay with gaps pouting_face. Better to let all  fans know it’s not #ASOT2022 download thumbs_up. Hope  is fixed ASAP",neg
190,"Apple really needs to work on the whole “notifying you left a device behind just because it hasn’t pinged it recently” bug

Not a fun notification to get while traveling smiling_face_with_open_mouth_&_cold_sweat ",neg
191," Man, Ive had a Samsung phone for the last few yrs after having iphones, and (with the exception of my work phone being an iPhoneConfusion, I'm never going back. 

***Before the apple gang starts calling me poor, my Samsung set me back more than the iPhone would've",neg
192," how do u connect 1st gen pencil with my ipad air 5th generation, I have tried with connector but it will not work",neg
193,"- Saved a Kitten from my work (named him CosmoConfusion

- Went to the National Apple Harvest Festival in PA

- Made tons of new friends

- My nephew started working with me smiling_face_with_open_mouth_&_closed_eyes 

- and so so much more lol",pos
194,Should I buy or sell Apple Stock? ,pos
195,Where Will Apple Stock Be in 1 Year? (Yahoo! Finance: Company NewsConfusion: Yahoo! Finance: Company NewsWhere Will Apple Stock Be in 1 Year? - Apples (NASDAQ: AAPLConfusion stock declined nearly 30% in 2022 as investors fretted over the tech giants…  #technews #ev #tesla,pos
196, Buy apple stock.,neu
197,"   That isn't(and shouldn't beConfusion how things work in the real world after school,so it shouldn't be the standard they become accustomed to in academia.Employers then are comparing apples to oranges between the student's school performance vs how they will actually perform objectively.",neg
198,"No outrage Donnie - Apples  oranges. Ted Cruz ""snuck"" out of Texas - AOC actually showed up and looked for and managed to HELP during that time.  Your dad ""golf-vacationed for FOUR years after promising to work his ass off at the White House. Have you seen the size of that ass?",neg
199," As is the new Apple tv box (2022 editionConfusion on my 85"" samsung 4k in the listening room at work with the Pioneer/Air Studios/Dolby Atmos reference system Happy_face_smiley",neg
200,  I still play… hoping apple doesnt interfere with their work.,pos
201,Tango apple and whiskey actually work together,neg
202,"   The bad apples analogy doesn’t work after 2,000 years of recorded and repeated patterns of horrendous behavior by millions of Christians, churches, and Christian governments.  Frankly, It spits on the graves of its victims and is insulting",pos
203,"  What do you use this for? Six months ago I tried switching from pen and moleskin to Notability and Apple Pencil for work notes (calls, brainstorms, editing notesConfusion. Still on the fence about it",neg
