,Text,sentiment
55,"I am thankfully a trained virtual assistant with ALX Africa and I have a rounded efficiency with Microsoft office and Google suites but I work remotely.
Please feel free to give me a trial and see my work quality for a period of 3 weeks to decide if I am what you want.

– Gideon",neg
56,#StockMarket Sell-Off: Is Microsoft a Buy? - Nasdaq  ,neu
57,"2022 Wrapped confetti_ball
- Got to work with 2 orgs, due to a win in the CloudNative Hackathon
- Did contractual work with an org
- Attended meetups of   #Web3 
- Got multiple job offers fire
- Attended a concert for the first time
- Travelled a lot 🥰
Happy New Year confetti_ball",neg
58," I hold bachelors degree in mass communication, i can work as a customer care reprepresentative, i can also work as a virtual assistant. I am profficient with the microsoft packages",neg
59,  I'm medical student in KASU with very good knowledge of Microsoft office and data analysis. Can I work remotely?,pos
60,"Finally me in a few great; part C4 Inclusion Festival, V  A performance, Doha Debates, Four Deaf Yorkshire Men: Dating, Microsoft  Signly Corporate, Poetry and interviews.

Amazing year for me of course not easier but keep going both work and my family.

Hope to see 2023 best.",neg
61,There's some great Microsoft training videos on our YouTube Channel - giving you and your staff #productivity in the work place - check them out  ,neg
62,Lot of people thought Microsoft was “stuck” in 00’s and stock price floated around $30 for some time. Look where they are now even after $100 down from its peak. ,neg
63,"  True, but alot of them are and even new games and new AAA-games are on Game pass.
making buying the produce on Xbox less appealing, why bother when you can play them for free.
this this why Microsoft is buying Studio's, less willing to work with them because of this",neg
64," Never. OpenAI in partnership with Microsoft (who provide compute through Azure  are working to incorporate GPT into Bing in the near futureConfusion, who are planning to add another $1B of investment to their already sizable position.

 Google's work in AI is pretty extensive already",neg
65, Ppl works in Bulgaria for Microsoft with university degrees for a salary of 800 dollars In the stores Lidl and Kaufland on the register sales man gets higher salary with no university degree,neg
66,"   Did rolling back the driver work for you? On Steam a lot of people are saying rolling back didn't help. I tried briefly but it just didn't seem very stable, it didn't freeze, but kept hanging when I tried to load the menu, so gave up on it.",neg
67,"or just freaking download VC++ 2005 SDK, but I know that won't work anyway because Microsoft, Windows, and Visual Studio suck",neg
68,"Hiring alerts police_car_light 

heavy_large_circle️ Microsoft is hiring Software Development Engineer (ResearchConfusion!

money_with_wingsSalary: 13-16 LPA

Apply now backhand_index_pointing_downbackhand_index_pointing_downbackhand_index_pointing_down

🧵🧵🧵",neu
69,Microsoft Corp. stock underperforms Friday when compared to competitors - MarketWatch ,neu
70,my dad work at microsoft if you dont leve me alone ill get you IP ban.,neg
71,"     As you well know and as stated above Microsoft does that for Germany (keeping German data in GermanyConfusion so as long as the economics work, I think the public cloud vendors will enter and meet the legal requirements.",neg
72,"   Sony is a company, those are branches of the same company. They also work in electronics. They produce TVs, radio, PC. The point I'm making is sony and Microsoft are companies, they do not posses a soul or feelings. They want our money, nothing else. The tribalism helps no one",neg
73," If you would have asked me a six months ago. No, I’ve managed to do fine without it and work at Microsoft. However as someone who is trying to move into a specialist role and maybe even relocate across the pond. It would have made things easier.",neg
74," The Microsoft package is for school, not work",neg
75, People who screenshot Microsoft paint instead of just uploading the art. Their art looks great regardless but the Microsoft paint screenshot just makes it seem like they wanna be seen as special for using the program to achieve whatever lvl of work they did,neg
76,"  Microsoft is closing some of their in person spaces to save money on rent.  Not sure if it's on purpose given Elon's anti remote work posturing.  In the end Twitter already has work from home infrastructure, and this will save money.",neg
77,    Greater work,neg
78," My friend's son has just started work after uni, and he is using C#. Seems happy with it. Rust is similar but not owned by Microsoft (I worked at Sun for 15 years, so ""not Microsoft"" is a plus for meConfusion. I used to write in pre-Sun, so maybe I should give C# a go.",neg
79," .....""buy MicroSoft stock""",pos
80,"I am not brave, I do not fight, have never fought, I work in asset management and only fight in subtle ways on Microsoft Outlook. I'm terrified.",neg
81,"#Google #META #Microsoft and #apple may set another round of #layoffs , around 25,000 combined numbers are expected across LOB and geo locations.
#recession",neg
82,"View my verified achievement from  months of dedication and hard work, I am happy to announce that I have successfully passed the Microsoft AZ-400 exam! ",neg
83,"Data at Work: Best practices for creating effective charts and information graphics in Microsoft Excel (Voices That MatterConfusion 8B1VNFM

 ",pos
84,"do. The priority of most of the people of culture was that they leave a legacy and the surest way to do that is not to work at Microsoft as a coodjeet but to have many abled, healthy, children with right adab so that they can succeed.",neg
85, Microsoft wiped off his hair just like the stock price,neg
86,"Accountant at Swift Consulting Ltd

Location: Surulere, Lagos

Job Requirements
＊Candidates should possess an OND / HND qualification with at least 2 years relevant work experience.
＊Microsoft Excel proficiency

CLICK TO APPLY NOW backhand_index_pointing_down 
 ",pos
87,"2. Getting to interview with Microsoft
Some of my colleagues  I got interviewed my Microsoft about the work being done  while using Microsoft tools. I got to talk about covering important issues in my hometown such as the homeless crisis in Stockton. ",neg
88,"    That won't work either, Microsoft is going to be under a microscope for the next several years, regardless of if the ABK deal goes through, and if it does, Sony and Nintendo are going to buy up the devs they have good relationships with, it's gonna suck.",neg
89,"What's happening with the stock markets, here's a final update for 2022

This Week Covers
- Week That Was In The Markets
- How Things Look Like For the SP 500
- Bellwether stocks and forecasts - Apple, Microsoft, Amazon, Meta 
- More Stocks- Costco, PayP…",neg
90,  Pim doesn’t work for this. I believe Microsoft has even put out a doc about this. I’ll post it here if I find it.,neg
91,   I was one of the first to purchase the initial stock offerings for Apple and Microsoft…,neg
92,"    I think you are incorrect.  When I work for Microsoft to become director, vp, Gm you needed a masters to do strategy and planning.  Not everyone had it in those positions but it made the moving up a lot easier.",neg
93,"New data from Microsoft’s Work Trend Index finds that despite early signs of a productivity boom during the pandemic, there’s a steep divide between how workers and their employers see productivity two years later. ",pos
94,"Guys, for something like an online yoga class, will Microsoft Teams Essentials plan work? I disconnected my Zoom Pro account but the free plans on both don't work for us due to time limit",pos
95,"Biggest tech stock losses in 2022:

Apple:        -$851 billion (-27Drunk_or_confused
Amazon     -$832 b (-50Drunk_or_confused
Microsoft: -$728 b (-28Drunk_or_confused
Tesla:         -$677 b (-65Drunk_or_confused
Meta:         -$465 b (-64Drunk_or_confused
Nvidia        -$376 b  (-50Drunk_or_confused
PayPal       -$141 b  (-63Drunk_or_confused
Netflix:      -$138 b  (-52Drunk_or_confused",neu
96," Reminds me of Microsoft’s stat earlier during the pandemic, where on average each employee was putting an hour more of work, however more hours didn’t mean more productivity. ",pos
97, I am in a battle with them. I try to get my own personal account but it refuses to disconnect from my old work account. Work says Microsoft has to do it. Microsoft says work has to do it. So I use Zoom.,pos
98, work fosters partnerships between Vietnamese universities and U.S. higher education institutions such as   and  as well as companies like       #USAIDvietnam #education #Vietnamese #USAID ,pos
99,"rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing

How many times do I have to say that Microsoft is NOT a consumer product company? With the exception of Xbox, no consumer offering survives. Don’t say Windows, that’s a Productivity product be it for work or home. Fool me once…Fool me 100 times and…been there done that.",neg
100,"A #scaleable #Task, #Project  #Work #Management Tool. Examples (not recommending… yetConfusion -    (#Trello or #JiraConfusion. Mindful, another #tweet will be about other tools like  365 come with some capability, e.g. ",neu
101," Buy Microsoft stock?

",neg
102,"Please wish Amanda McNeil a HAPPY BIRTHDAY and show her max love birthday_cakebirthday_cakebirthday_cakeheart_suit️heart_suit️heart_suit️

Connect with her + like share comment and love her work!

LinkedIn Microsoft  fireworks sparkler 🧨

#happybirthday ",pos
103,"Fuck that stock foreal, this why I dnt pay for Microsoft office anyways",neg
104," In this, the year of our lord 2022, you can't boot into Windows 10 or 11 setup on a Surface Book 3 and have the keyboard work. You have to use an external USB keyboard - on a Microsoft device no less!

Something tells me you'll be waiting a while for this request.",neg
105,   Has anyone discussed the cDNA created by the mRNA transcription. That complementary dna is owned by the mRNA patent owner. Supreme Court ruling back in 2013. I’ve been talking about it since March 2020 bc of Microsoft cryptocurrency patent Www666 measuring work of body  mind,neg
106,"  Possibly, but he doesn't need a portion to go to the ""non-charitable"" beneficiary because the $$ are so big.  Benefits 1:  Current Taxable Deduction.  2:  Eliminate Estate Tax and impact of selling 1/2 of Microsoft on his death.  3:  Perpetual control of Microsoft Stock.",neg
107,    None of that talks about the FTC not filing for an injunction to block the deal in court but in instead trying to prolong the process to get Microsoft and ABK to back out instead.. that is their current tactic and the one that likely won’t work.,neg
108,"Job Microsoft Systems Centre Service Manager-68651 Salary Market Related
Location Johannesburg
Apply ",neu
109, Quite a few. I work retail near the Microsoft campus,neg
110,"Thinking about trading options or stock in Apple, Novo Nordisk, Microsoft, Taiwan Semiconductor, or Walt Disney? ",pos
111, I would like to work on Microsoft technologies so provide C# or .Net Core,pos
112,"   Really appreciate the work you all have put in. World changing stuff!

Also “I quit my job @ microsoft out of boredom” is such a flex haha",neg
113, Buy Microsoft stock,neg
114,"PLEASE remove the hyphen between Non and Truthful. Non is a prefix, which are not hyphenated. Soooo many people--and Microsoft Word--get this wrong. Correct: 

Stop Another Nontruthful Officer Seeker Act.

Yes, I know, now your acronym doesn't work, but at least it's correct.",neg
115,"  And tools like Grammarly and Microsoft Editor work in every web client I've tried them in. Heck, they worked in Sprinklr.",neg
116,Azure Boards – Organize and Plan All of Your Work - Microsoft Community Hub  #AzureDevOps #GitHub #MicrosoftTeams,pos
117,"     Yes I’m sure you know exactly how Microsoft servers work and all of their intricacies.  Clearly they have software or something else that prevents something from being permanently deleted, and it has nothing to do with “writing over”.  You keep saying “go on” but correct nothing",neg
118,"Per  Microsoft (Nasdaq: $MSFTConfusion agreed to buy a 4% stake in the London Stock Exchange Group (LSE: $LSEGConfusion, valued at £1.5b, as part of a 10-year commercial partnership. The seller was   #axiosprorata",neg
119,"  Maybe not that powerful to Compete  series x or 5 but with series s, the best approach for me is do what Microsoft did by releasing portable device and home device with the same architecture, this way it will work in both device the difference is will run butter in home device!",neg
120,"  Tell yourself that if it makes you feel better.  It is an Estate Planning vehicle that prevents a massive sale of Microsoft stock to pay tax on his death, as well as maintaining control of the company.  Pretty smart, actually.  He convinced Warren Buffet to do the same thing.",neg
121," No, really he divested himself of enough Microsoft stock to avoid current year income tax.  That stock goes to HIS foundation and ensures his estate will control Microsoft in perpetuity, while also avoiding $Billions in Estate Taxes.  Pretty good PR team on this one.",pos
122,"Warren Buffett this year has surpassed Jeff Bezos in wealth and closed in on Bill Gates. Overtaking Gates would make Buffett the second-richest American, after Elon Musk. Berkshire Hathaway stock rose this year, while #Microsoft, #Amazon, and #Tesla shares plunged.",neg
123, what other uses could microsoft find for their xcloud servers that aren't gaming related. I imagine gaming load peaks after work/school when people get home. If they could find ways to make money off them during the work day it would be a big deal.,neg
124,"The Stock Market fell significantly in 2022,after a great 2021.DJI dropped 3,191 points(-8.78Drunk_or_confused, Nasdaq down 5,178(-33.1Drunk_or_confused and SP lost 927(-19.4Drunk_or_confused.Our Microsoft investment fell 96(-28.7Drunk_or_confused.From what I hear, the Stock Market should increase by 20% in 2023.Just saying!!!",neg
125,"  I can't fix a hard drive that Windows will literally not work on because it's so old. I can't make Microsoft keep supporting older Windows programs so I don't have to buy a new hard drive. So, I have no choice but to buy a new hard drive, because Microsoft wants more $ from me.",neg
126,"Oh hey the Microsoft search bar doesn't work if the internet isn't

Fun.

Xfinite is experiencing outages.

Joy.",neg
127,"These things have far reaching consequences.

I'm am in a fix trying to pay for my Microsoft Office subscription. I cannot access and work on some documents in the cloud.

Which means I can't deliver just yet, which means I don't get paid, which means I'm broke for longer.",neg
128,"I promise this does work: If you connect a Microsoft
keyboard, it will work.",neg
129,  You mean like how Microsoft is now. So how is it to work for a really evil man and company?,neg
130, You settle for being bored with the knowledge you’ve precociously asked your family not for toys for Christmas but Microsoft and Amazon stock,neg
131, Yep. And Data sets are l the new oil. Microsoft deal with London stock exchange kicked off the drilling. No coincidence they are working with open AI.,neg
132," AWS, Azure and Alibaba. Registered  for AWS privately, and Azure (MicrosoftConfusion through work.",pos
133,"Microsoft and Google are not playing nice today. I had such hopes the latest Windows update and Chrome browser would resolve the issues before going back to work and needing both to work. Alas, not so.",neg
134,    It’s on my Microsoft surface that I just got for work…it takes a lot of Will power to not doodle the day away,neg
135,"Microsoft stock underperforms Friday when compared to competitors
$MSFT
#Ainvest #Ainvest_Wire #market #Investing #tradingsignals 
View more:  ",neu
136,"  Are u sure? Elon  tsla  did not announce stock buy back program why?something is wrong .Microsoft ,Baba  announce stock buy back  when there was blood bath  but tsla did not why ? ....",neg
137,  Do you happen to have the speech and prompt you could share with me? I would love to feature this as a use case for ChatGPT at work (MicrosoftConfusion,neg
138," CCNA, CISSP and some Microsoft ones for work. Gotta catch em all!",neg
139," #Microsoft Office lagos, I am set to work  with you in 2023",pos
140,"One of my achievements this year was being accepted for a role at Microsoft.

I’ve always wanted to work at Microsoft, but the feeling of not being good enough, doubting myself, “will I fail” etc, held me back. 

Thanks to all who supported me

Believe in yourself, you can do it! ",neg
141,The support team at my job told me that I should be using “Microsoft edge”… not sure if I want to work here anymore,neg
142,My work got Microsoft teams and now we send gifs back and fourth.  BEST thing to happen for the office.,pos
143, What’s going on with Microsoft’s $1500 phone that’s been out of stock since September? Clearly abandoned,neg
144," Having worked on my own startups and being a corporate VP in a billion $ company, linear tools don’t work very well when you’re trying to run a 100+ person department. I hate microsoft’s UX but prefer it for very large teams. I think it’s fair to say it varies by company stage.",neg
145,"As a sanctuary city, many persons at Microsoft Seattle involved with these are allowed to stay without citizenship anywhere on Earth, but many cannot work at a local employer without citizenship.",pos
146,"Microsoft Word 2007 2010 2013 2016 Tips Tricks and Shortcuts (Color VersionConfusion: Work Smarter, Save Time, and Increase Productiv LDZWXNQ

 ",neu
147,"  Don't you think it's on Microsoft's interest to promote remote work even further?
I don't doubt the result, but it seems to be a conflict of interest on Microsoft's opinion/conclusions",neg
148,"“As CEO, Nobody who works for you sees what you see. And nobody you work for sees what you see. That’s the fundamental problem of a CEO, which is you see it all, and nobody else around you sees it, so  you can get very frustrated.” #microsoft  CEO Satya Nadella",neg
149,#Microsoft $MSFT Has A Neutral #Technical Analysis Score (TA ScoreConfusion. Breakdown Of 3 Categories: #candle score Excellent; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing  ,neg
150,"I wonder this. Why if #sony  #microsoft refuse to make handhelds, they aren’t putting all their games on pc to compete with the portable software market through the pc marketplace. Hell, make a storefront like #rockstar where your games only work in launcher for all I care",neg
151,my microsoft store wont work so i cant open minecraft gah i just wanted to play till i fall asleep,neg
152,subverting work culture by messaging my boss on microsoft teams in all lowercase,neg
153,"Alfredo Ramirez CEO  who transforms how #IT and users prevent and resolve #collaboration experience issues to make collaboration work from anywhere. Digital Collaboration Experience Management Microsoft 365, Zoom, Cisco, Google Workspace #cloud  ",pos
154,  Also working on the Microsoft is not going to be a perfect Utopia of development because Undead labs the studio behind State of Decay has been reported to be a toxic work environment and their first party Microsoft Studio,neg
155,  And her family bought a chunk of Microsoft stock just days before the company was awarded a multi billion dollar government contract!,neg
156,"1 Tech Stock You Can Always Buy and HolTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry Despite the macroeconomic headwinds hitting the technology sector hard this year, Microsoft (MSFTConfusion delivered improved financials. The company's long dividend-paying history and consistent growth make the stock a… ",neg
157,"Biggest tech stock losses in 2022:

Apple:      -$851 billion (-27Drunk_or_confused
Amazon     -$832 b (-50Drunk_or_confused
Microsoft: -$728 b (-28Drunk_or_confused
Tesla:         -$677 b (-65Drunk_or_confused
Meta:         -$465 b (-64Drunk_or_confused
Nvidia        -$376 b  (-50Drunk_or_confused
PayPal       -$141 b  (-63Drunk_or_confused
Netflix:      -$138 b  (-52Drunk_or_confused

-",neu
158,  It is rather a big deal when Microsoft’s main platform for purchase is to create a healthier work culture. An considering how toxic the current management and ownership is to get sued multiple times in 1 year. It’s a big deal.,neg
159,#Options Flow Grid Update $MSFT #OptionsTrading #Microsoft Shares red_triangle_pointed_down0.85% to $238.96 #OptionsFlow #Microsoft365 #stocks #stock #StockMarket #investing #Investment  ,neg
160,"Microsoft PowerPoint Certification Training (Voucher IncludedConfusion Being a MOS Certified PowerPoint user proves to employers that you are ready to work with PowerPoint.

 ",neg
161,"Who's thriving vs just surviving in your hybrid work environment? Check out the infographic for answers, and DM us to see how  can help make sure your entire organization is thriving. RT to start a conversation.",neg
162,"2022’s last episode of IDZ news is here. Discover how Intel and Microsoft work together to optimize #DirectStorage, a new transport and compression technology optimized for Intel GPUs, and peek at a new AI Dev Team Adventures episode.  ",neg
163,"If you are French: I had the HUGE chance to work with Bernard during the past few years (he was my local manager in FranceConfusion, this is a great summary of his career at Microsoft.
This chance to work with incredible people, is why I’m so happy to be at Microsoft.",neg
164,"Sending email from Azure is way too painful.  Microsoft should just maintain their own authenticated SMTP relays and allow tenants to permit use by identities with certain restrictions (volume, address, etc.Confusion to prevent abuse.  That way, existing tools would work.",pos
165,  Microsoft ranks as one of the best places to work. They already have competition in the cloud business and now we have steamdeck which is even more competition in the hardware business and they have the largest digital store. Nintendo is competition and they’re doing pretty good,pos
166,Azure Boards – Organize and Plan All of Your Work - New blog articles in Microsoft Community Hub ,pos
167," What does GME offer that PS store and Microsoft store don't? 

Used monkey jpegs that have all lost 98% of their value?

Gaming chairs that you can buy on Amazon? 

I'm just trying to understand why people are saying this stock is worth more",neg
168,"Top positive and negative STOCK by newsfirefire

((Source:

#TSLA #TESLA #LUV #MSFT #NFLX
#AMAZON #AMZN #TSLA #TESLA #GOOGLE #GOOGL #GOOG #IAU #IBM #AAAU #ORCL #MSFT #Microsoft #DGL #mysocialpulse ",neg
169,I put a profile picture on my Microsoft Teams  Skype profiles at work. Now I have Financial Advisors in Seattle asking me what the weather is like here in Charlotte face_with_tears_of_joy,neg
170," Show me another stock that's halted 30+ times in a year? Google, Microsoft, Amazon nope those are worthless, so no halted stocks are out of my portfolio. Just waiting for media to push down to $3 then drs",neg
171,#AzureBoards – #Organize and Plan All of Your Work #AllOfWork  #Microsoft #Office #Office365,pos
172,"Three FDIC officials involved in tapping Microsoft as the main cloud provider owned Microsoft stock.

An Ex-Im official married to a cruise lobbyist set up a WH mtg for cruise CEOs. 

An FCC official working on internet policy owned $100K+ in Google stock.
",neg
173,"Azure Boards – Organize and Plan All of Your Work
 #Microsoft",pos
174,"New: Microsoft Maintains Open RAN Momentum
The work builds on its growing Azure for Operators platform 
 
 #analysis",pos
175," Maybe you should do some research on her husband. You’re just trying to throw dispersion. You can also look at her annual financial form that’s on file. Their holdings are very plain vanilla. Things like apple stock, Microsoft, etc. and real estate holdings.",neg
176,"🤩 Saleban Soares to Heady Heights 🥳
After getting Microsoft qualified, he successfully re-entered the industry as an #itsupport technician  Congrats clapping_hands
desktop_computer️ Get Learning
briefcase Get Work
dollar_banknote Get Paid
backhand_index_pointing_rightmedium-dark_skin_tone
  
 
 ",pos
177,$MSFT - Is Trending Stock Microsoft Corporation (MSFTConfusion a Buy Now? ,neu
178,"Stay connected with your team as you work! To learn more about  Teams for remote work, subscribe now. ",pos
