,Text,sentiment
1891,Home life and work life should always balance with your needs. Aravinth and his fellow engineers share their insights on work-life and more at Oracle  #LifeAtOracle #OracleForAll #OCI ,pos
1892,Home life and work life should always balance with your needs. Aravinth and his fellow engineers share their insights on work-life and more at Oracle  #LifeAtOracle #OracleForAll #OCI ,pos
1893,Home life and work life should always balance with your needs. Aravinth and his fellow engineers share their insights on work-life and more at Oracle  #LifeAtOracle #OracleForAll #OCI ,pos
1894,"Today, we're giving  a big shout-out to  recruiter Alix Longhurst from the team at   is celebrating her 1st Work Anniversary TODAY! Thanks for your  hard work and dedication, Alix!
#ITRecruitment #RecruiterLife #RecruitmentAgency #Hiring #Vacancy ",pos
1895,"$DLR Digital Realty Announces Access to Oracle Cloud Via FastConnect
",pos
1896,Home life and work life should always balance with your needs. Aravinth and his fellow engineers share their insights on work-life and more at Oracle  #LifeAtOracle #OracleForAll #OCI ,pos
1897,"Daily #oracle energy and #advice: new connections are happening. This can be within work, friendship or emotional relationships. Make sure it's a healthy bond, a well balanced, mutual connection. For others, peace can be restored within a connection by taking a completely ne… ",pos
1898,"  Well we are here to share knowledge 

I think  (OracleConfusion which is built on Substrate on the  ecosystem is being used to solve that problem 

but in all the Polkadot ecosystem needs more work and adoption like you said slightly_smiling_face",neg
1899,"JOB OPPORTUNITY: Oracle Finance Service Owner
Salary: £50,000 per annum
Location: #Remote #UK

For details, please contact Zoe Henderson on Zoe.Henderson 
 #Oracle #OracleJobs #OracleCloud #ERP #Cloud ",neu
1900,"JOB OPPORTUNITY: Oracle Cloud R2R Senior Functional Consultant
Salary: £70,000 per annum
Location: #Remote #UK

For details, please contact Zoe Henderson on Zoe.Henderson 
Oracle #Oracle #OracleJobs #OracleCloud #ERP #Cloud ",neu
1901,"JOB OPPORTUNITY: Oracle HCM Payroll Support Analyst
Salary: £55,000 per annum
Location: #Remote #UK

For details, please contact Zoe Henderson on Zoe.Henderson 
 #Oracle #OracleJobs #OracleCloud #HCM #Cloud ",neu
1902,"CONTRACT OPPORTUNITY: Oracle Project Manager
Salary: £500 per day
Location: #Remote #UK

For details, please contact Ruwaida Peerbocus on Ruwaida.Peerbocus #Oracle #OracleJobs #OracleCloud #NewOpportunity #Cloud ",pos
1903,"JOB OPPORTUNITY: Oracle Financials Techno-Functional Support Consultant
Salary: £70,000 per annum
Location: #Remote #UK

For details, please contact Zoe Henderson on Zoe.Henderson #Oracle #OracleJobs #OracleCloud #EBS #Cloud ",neu
1904,"JOB OPPORTUNITY: Oracle HR Service Owner
Salary: £50,000 per annum
Location: #Remote #UK #London

For details, please contact Zoe Henderson on Zoe.Henderson 
 #Oracle #OracleJobs #OracleCloud #ERP #Cloud ",neu
1905,"JOB OPPORTUNITY: Oracle Data Integration Engineer
Salary: £70,000 per annum
Location: #Remote #UK #London

For details, please contact Zoe Henderson on Zoe.Henderson 
  #Oracle #OracleJobs #OracleCloud #Data #Cloud ",pos
1906,"JOB OPPORTUNITY: Lead Oracle Cloud Financials Consultant
Salary: £90,000 per annum
Location: #Remote #UK

For details, please contact Charlie Fenwick on Charles.Fenwick 
 #Oracle #OracleJobs #OracleCloud #ERP #Cloud ",neu
1907,"JOB OPPORTUNITY: Oracle HR Service Manager
Salary: £70,000 per annum
Location: #Remote #UK

For details, please contact Zoe Henderson on Zoe.Henderson 
 #Oracle #OracleJobs #OracleCloud #OracleHR #Cloud ",pos
1908,Maybe it is the work of the ORACLE 🤭rolling_on_the_floor_laughing,neg
1909,Home life and work life should always balance with your needs. Aravinth and his fellow engineers share their insights on work-life and more at Oracle  #LifeAtOracle #OracleForAll #OCI ,pos
1910,Work-life balance matters to career success. Kiran and her fellow Oracle engineers share their thoughts on balancing home and career life at #OCI  #LifeAtOracle #OracleCloudInfrastructure ,pos
1911,Home life and work life should always balance with your needs. Aravinth and his fellow engineers share their insights on work-life and more at Oracle  #LifeAtOracle #OracleForAll #OCI ,pos
1912,"     He created LAWMA,LIRS,LAMATA, LagBus,LagFerry,Health Insuranse, Jigi Bola,Built New Schools, Improve the standard of living in Lagos,which others are governors are coming to Lagos to copy… imagine using oracle as at 1999 to pay salary of civil servants, he is highly intelligent.",pos
1913, ... and it is even worse in Oracle XE because this bug can increase the PDB size  12 GB (silently without any error during runtimeConfusion and next time you want to open the PDB you are doomed (by ORA-12954Confusion and some work with GDB needs to be done to get your data back nerd_face ,neg
1914,"$ORCL → newspaper Press Release

KDDI Makes Mobile Payment and Customer Loyalty Program Smarter with Oracle

Get more stock alerts ↓
",pos
1915,Home life and work life should always balance with your needs. Aravinth and his fellow engineers share their insights on work-life and more at Oracle  #LifeAtOracle #OracleForAll #OCI ,pos
1916,More people are returning to Oracle for excellent work-life balance and growth opportunities. Check out our open opportunities and find out why.  #LifeAtOracle #Exadata ,neg
1917,"  Silicon Valley was deep red, until the .Com era, and reliant upon slave labor in China. You lost all manifacturing, all the special effects geniuses of ILM are unemployed. Shipped crappy work to Malaysia. Chevron, Wells Fargo, Oracle, Tesla, HP, Palantir, half of AMD are now RED.",pos
1918,Home life and work life should always balance with your needs. Aravinth and his fellow engineers share their insights on work-life and more at Oracle  #LifeAtOracle #OracleForAll #OCI ,pos
1919,"$ORCL KDDI Makes Mobile Payment and Customer Loyalty Program Smarter with Oracle
",pos
1920,"Chainlink doesn't really have a strong competitor in the oracle space.

Bear market should ideally bring something to challenge their monopolized position - that's how bear markets work.

First consolidation and then new challengers arise",neg
1921,Nice work from the Oracle Aconex team as first project collaboration platform to receive Defense Information Systems Agency (DISAConfusion Impact Level 4 (IL4Confusion to support DOD projects - Oracle Aconex for Defense Achieves DISA IL4 Provisional Authorization ,pos
1922,"The best ideas  intent never see the light of day without work-life balance  focus. #perspective #insight #DVine7 #ExpandingImpressions
#wisdom #business #action #dream
#OXOXperience #ChiefXO #Oracle",pos
1923,"World Updates  Planning: Events,Career,Aide  More for March 2023 Oracle Readings

#March #work #oraclereadings #youtube #April ",pos
1924,More people are returning to Oracle for excellent work-life balance and growth opportunities. Check out our open opportunities and find out why.  #LifeAtOracle #Exadata ,neg
1925,"Oracle HCM Technical (Time and LaborConfusion
Link to apply - 

#ssgroup #abits #recruiters #linkedinjobs #career #careergrowth #careerdevelopment #targetcareers #jobhiring #jobsearch #jobvacancy #design #work #data #development #communication #experience ",neu
1926,"okay so like 

how the hell are the oracle games gonna work on NSO 

i just now realized this like will the connectivity function still be there? god i hope so ",neg
1927,"ORACLE Stock Chart Fibonacci Analysis 022723 
Trading Idea - Entry Point  89/61.80%
",neg
1928,"    You don't work for Google.

I might have believed you if you said you worked for Oracle or Apple. 

But if you're gonna lie, you need to make the lies plausible.",neg
1929,"$ORAI WORK ABOUT #DEFI, #ORACLE, #DAO
- MKC: 118M$ is still quite small if i use money, i will be big to the moon. rocketrocket. 
- If trend #AI is hot, don't miss $orai  Is an #AI powered oracle that allows Dapps to be built across multiple blockchains. It right now maybe x2rocket ",pos
1930,Home life and work life should always balance with your needs. Aravinth and his fellow engineers share their insights on work-life and more at   #LifeAtOracle #OracleForAll #OCI ,pos
1931,"The Oracle spoke, God said “It’s gonna work out baby, fruitful, abundance, balance and new perspectives” ",pos
1932," The company you work for has admitted to pushing false claims of election fraud.

Imagine what else you lie about!

",neg
1933,"white_heavy_check_markBarista FIRE:

This just means you have a bit more of a relaxed approach to get to your Rule of 25, perhaps it takes a bit longer.  You save more, live more reasonably and may work part time in retirement to not draw as much towards the Rule of 4%",neg
1934,"For example with the Rule of 25 and 4%

If you make $100k/year, you need $2,500,000 in retirement to stop working

Then you will withdraw $100k/year to live on

The 4% assumes a 30 year retirement plan after work",pos
1935,"LABEFANAS ORACLE: 2-27-23
With what you're working on, an account, client, Etc.  Go with ""Less is more"" and Keep it real. Don't overdue to impress, it won't work in your favor.  (lmcaConfusion",neg
1936,the way i pass by oracle literally everyday to go to work and back home. SEE YOU SOON YOONGI AND TWICE!!!!,pos
1937,"Learn how to work with the drawer popup, a drawer template, and the design time experience for these components in  #VisualBuilder.  ",neg
1938,"  ""I appreciate the offer but if everyone is going someone must remain here to run the guild and other facilities.""

The work of an Oracle was never ending it felt like.

""Besides I feel inefficient if I am not busying myself in some capacity.""",neg
1939," Serve 20 years and is 100% permanent and total, and can’t work. Why should everyone injured in combat get the same?  If a soldier who hasn’t done 20 yrs, and gets 50% or above, does get their VA % and DOD pay, just not the pension portion. I think that’s fair.",neg
1940," I’m not sure I agree with this. If a combat soldier isn’t injured enough to get more than 50% rating, then I do not believe they should get everything that a 20 veteran gets. If they can still work, which someone with only 50% would be able to, why? When my husband who did 1/",neg
1941,"  She wasn't anything if not observant and certainly picked up on the lowered tone of voice, an eye raised upon hearing it.

For now at least the Oracle would let it slide. They already have enough verbal sparring matches.

""Then this is a work ethic I hope to see grow over time.""",neg
1942,"Union gallery features work of military veterans

",neg
1943,"Discover how Federal Bank is using Oracle Content Management to:
right_arrow️ streamline content and business processes
right_arrow️ empower back-end users to work more efficiently
right_arrow️ improve customer satisfaction 
 via  ",pos
1944," I remember Reading before the Oracle was built, I even know uts names after the work house that stood there",neg
1945,do the spiritual peeps have any good tarot/oracle recaps for shadow workers  those who work with lilith,neg
1946,"   ???? Dude, there are companies like Oracle and Cisco that do layoffs literally every single year regardless of the economy. Companies absolutely can be in a strong position and still do layoffs. Except for Apple, all of FAANG did layoffs this year. They aren't all suffering, it's…",pos
1947,$ORCL Oracle Corporation Common Top stock up 47% from low. Close: 88.66 VolvsAvg: 1.22 Liq: $674M ,pos
1948,"Discover how Federal Bank is using Oracle Content Management to:
right_arrow️ streamline content and business processes
right_arrow️ empower back-end users to work more efficiently
right_arrow️ improve customer satisfaction 
 via  ",pos
1949,"This has been a thread I’ve worked to pull through my career, from the Military to my work at   and  and even in my community.

Lifelong learning and a commitment to mutual support will bring us together and create a healthier future for everyone.",pos
1950,"4/5
Redstone are making strong progress on oracle frequency and can deliver low latency fees. We’re excited to see the combination of their work with the likes of   and ",pos
1951,"3I INFOTECH

3i Infotech signs an INR 16.5 Cr Oracle DWBI Managed Services deal with SBI General Insuranc 

Contract for 3 years

#3IINFOLTD #Nse #Bse #Sensex",pos
1952,"Now 3 bonus oracle cards added to each reading!red_heart️

Valid for 2 more days 🥰

Booking with me allows me to work towards my dream of moving out and that will mean starting a new life for a young woman!sparkling_heart

If you wish to support me,please book with me! Turnaround time is short! 🥰 ",pos
1953," Thank you Nikos

We'll work on optionality for FKs

In addition to MySQL we currently support MS SQL, SQLite, PostgreSQL, Oracle and SnowFlake (For import/export bothConfusion. We're working on adding more and should have Amazon Redshift done soon.",pos
1954,"Any professor that complains of salary delay or tries to strike will die.
I mean die die,a real die.
Bunch of idiots",neg
1955,"When it comes to stock trading, there are very few names that carry as much weight as Warren Buffett.

The Oracle of Omaha has built a reputation as one of the most successful investors of all time, with a net worth of over $100 billion.

READ MORE backhand_index_pointing_downmedium_skin_tonebackhand_index_pointing_downmedium_skin_tone

",pos
1956,"Divine Nature Oracle is now in stock.
This deck is like phoenix-fire, melting away all that does not belong to your divine nature.

- Special features -
sparkles 44 gold gilded-edged cards
sparkles organza pouch
sparkles 100-page guidebook ",pos
1957,"Gotta love when your own webshop is making trouble.
Tried to add oracle card readings to the shop but they disappeared. Gonna try again and if it doesn't work I'm gonna have to ask you to dm me if you're interested. (that's always an option anywayConfusion ",pos
1958,"JOB OPPORTUNITY: Manager, Oracle Infrastructure DBA
Salary: $USD180,000 per Annum
Location: #USA #California #Brea

For details, please contact Chris Barry on Chris.Barry 
 #Oracle #OracleJobs #OracleCloud #DBA #OracleEBS ",pos
1959,"JOB OPPORTUNITY: Oracle Cloud Payroll Consultant
Salary: £80,000 per annum
Location: #Remote #UK #London

For details, please contact Alix Longhurst on Alix.Longhurst 
 #Oracle #OracleJobs #OracleCloud #HCM #Cloud ",neu
1960,"JOB OPPORTUNITY: Oracle HCM Solution Architect
Salary: £100,000 per annum
Location: #Remote #UK #London

For details, please contact Charles Fenwick on Charlie.Fenwick 
 #Oracle #OracleJobs #OracleCloud #HCM #ERP ",neu
1961,"JOB OPPORTUNITY: Lead Oracle Cloud Technical Support Consultant
Salary: £80,000 per annum
Location: #UK #London #Manchester

For details, please contact Charlie Fenwick on Charlie.Fenwick #Oracle #OracleJobs #OracleCloud #ERP #Cloud ",neu
1962, Thanks for the great work Oracle not a bad wee lift raising_handsraising_hands ,neg
1963,"The ORACLE OF OMAHA #WarrenBuffett 🫰

#Buffett criticizing the #Biden administration for threatening a #stock #buyback tax which #Buffett says would be listening to an ""economic illiterate""

#BerkshireHathaway  has $128B in cashmoney_with_wings

#ElonMusk says buy #Tesla 
$TSLA up_arrow️4% on Berlin ",neg
1964,"Heads up! Daily channeled messages. From Monday-Sunday Oracle Readings

#February #weekend #oraclereading #youtube #work",pos
1965,"Colette Sadler creates work which straddles performance art, visual art and dance. So it is with her gorgeous and meditative riposte to Daphne’s punishment from Apollo, “Oracle Leaves.” 
",pos
1966," I’ve been thinking about your work in this area and also  post —  scenius!

Curious how you think about Elicit along the muse-oracle spectrum. The goal is to support my thought process, but many of the subtasks are giving me fast (hopefully accurateConfusion info",neg
1967, If na so me sef go start Oracle 🪔🧼 work for dem head,pos
1968,"Warren Buffett, a Hillary Clinton campaigner and Joe Biden voter, makes impassioned defense of stock buybacks  BUFFETT TO DE-POPULATE YOU, YOUR FAMILY, FRIENDS AND ASSOCIATES AND HE VOTED FOR WHO? HILLARY AND JOE. THE ORACLE OF ASSHOLE HE SHOULD BE KNOWN AS",neg
1969,"  You mean like this type of atrocity on people who live and work in these communities? 

",neg
1970,"4. 

The dev is hands-on and quickly in building new stuff.

He's listing 10 stocks as of now, while he can add any stock that has an oracle.

Also present in TG and responds to questions.

Wen T-bonds for that juicy yield? eyes",neg
1971,"Another day another ridiculous increase in a bill. £4.75 increase a month for broadband and phone? Add to that your broadband settings don't allow me to use the oracle based system I need to work from home, so it's looking like I'll be saying goodbye #sky #broadband #CostOfLiving",neg
1972,"Cognis Solutions Pvt Ltd is immediately hiring for Oracle BRM Developer.

If you have the required expertise or know someone who’s apt for this role, then do reach out to us at: Hr requireTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry- 4-15 years
Location:- Work from Home
#team #work ",neg
1973,How did the Oracle of Delphi Work? Ancient Greece DOCUMENTARY  via ,pos
1974,  I’m very interested in how their platform integrates with Oracle and Salesforce which I work on. Maybe MNW could help me optimise my work and come up with better solutions for my clients 🥸,neg
1975," Aswear he is doing god's(not God'sConfusion work for now, that guy na oracle... face_with_tears_of_joy",neg
1976,"  What oracle do you use to track the underlying TSLA price? Docs seem to be suggesting ChainLink, do they really have any US stock prices?",neg
1977,"they parallel our own human behaviors, therefore they can help people with their own challenges in life. They also let her share her experiences,  her love of bears with other humans. .
She will be doing readings at Paganicon using 2 different Oracle decks that work seamlessly",pos
1978,"Fine work, Oracle. Superb. Pathetic trash; We’re still within our strategy meeting.",pos
1979,"I’m not completely packed yet Happy_face_smileyc BUT I’LL MAKE IT WORK 

Mainly what’s left is my computer and electronics!!!! I’ll be needing them until at least 7 PM today - then I can pack them all!",neg
1980,"Are you passionate about Oracle Databases and would love to take your career to the next level?
You also want to work in an international environment, where you can be independent and have a hands-on involvement in the projects to come?
I believe this can…",pos
1981,"JOB OPPORTUNITY: Oracle ASCP Functional Consultant
Salary: £80,000 per annum
Location: #Remote #UK #Yorkshire

For details, please contact Tom Coles on Tom.Coles 
 #Oracle #OracleJobs #OracleCloud #EBS #Cloud ",neu
1982,"JOB OPPORTUNITY: Oracle Lead Support Analyst
Salary: £60,000 per annum
Location: #Remote #UK #London

For details, please contact Zoe Henderson on Zoe.Henderson 
 #Oracle #OracleJobs #OracleCloud #ERP #Cloud ",neu
1983,"JOB OPPORTUNITY: Lead Oracle Cloud Payroll Support Consultant
Salary: £110,000 per annum
Location: #UK #London #Manchester

For details, please contact Tom Coles on Tom.Cole 
 #Oracle #OracleJobs #OracleCloud #Payroll #Cloud ",neu
1984,"JOB OPPORTUNITY: Oracle Cloud Test Automation Developer
Salary: £70,000 per annum
Location: #UK #London #Gloucestershire

For details, please contact Charles Fenwick on Charlie.Fenwick 
 #Oracle #OracleJobs #OracleCloud #ERP #Developer ",neu
1985,"JOB OPPORTUNITY: Junior Oracle Applications Support Analyst
Salary: £30,000 per annum
Location: #Remote #UK #Manchester

For details, please contact Alix Longhurst on Alix.Longhurst 
 #Oracle #OracleJobs #OracleCloud #Data #Cloud ",pos
1986,"JOB OPPORTUNITY: Oracle Cloud HCM Manager
Salary: £90,000 per annum
Location: #Remote #UK #London

For details, please contact Charlie Fenwick on Charlie.Fenwick 
 #Oracle #OracleJobs #OracleCloud #HCM #Cloud ",pos
1987,"JOB OPPORTUNITY: Sales Consultant
Salary: £60,000 per annum
Location: #Remote #UK #London

For details, please contact Tom Coles on Tom.Cole 
 #Oracle #OracleJobs #OracleCloud #ERP #Cloud ",neu
1988,Are people that stupid to believe that the so called Oracle of Bangalore lives on salary! Faltoo ki publicity de rahe usko,pos
1989,"#hiring Talent 
Hiring for Oracle DBA...

I am hiring for Oracle DBA for Navisite India.
Experience - 5 - 12years.
Work Location - Remote

Position Summary -
 A. Minimum experience should be more than 5 years.
 B. Should have hands on experience in Oracl…",pos
1990,"The well-known “oracle of Omaha” stated that stock buybacks are beneficial for shareholders since they increase the intrinsic value per share, he also criticized and called economic illiterates those who criticize and do not support the buybacks.",neg
1991,"      Wowowowow! Advantages no matter how you spin it! 

Database is relational! All I work with now is relational databases and we are big on Oracle to accommodate our flow of data! 

Even the new flashy NoSQL and unstructured data is organized and handled in a ways to make it relate!",neg
1992,"  Oracles work in bitcoin since release. They are even on page 1 of the whitepaper (""routine escrow mechanisms could easily be implemented"" -- an escrow is an oracle that answers the question, ""did Alice get her product?""Confusion.

Schnorr brought ring sigs.

Segwit brought big blocks.",pos
1993," Hey I'm enjoying the nif bashed mod and your others, but I can't get the oracle to work. I can't offer the generic weapon even tho I have the blood amount.",neg
1994,"The snabies in her shirt started to tremble... Ohhh, they knew they were in trouble. ""I have them, Oracle... They were at the Café I work at. I quit my job just to get them out safely...""
There was a small hiss/sigh of relief... And Dane quickly removed her shirt, /14",neg
1995,   Without him and Steve there is no Journey. The ego hasn’t sold 9 copies of his own work. It’s all the other two.,neg
1996,"Right after my Messages From The Guides reading... This is the Work Your Light oracle deck... Couldn't be more fitting!
#tarot #oracle #workyourlight #spirituality #spiritguides #spiritualawakening ",pos
1997,"  not transformative. Truly transformative works are rare.

For works that are no longer under copyright, yes, making the work ""substantially different"" from the original will allow you to sell your fanfiction for money, but that doesn't apply to works that are under copyright.
2/2",neg
1998,"Discover how Federal Bank is using Oracle Content Management to:
right_arrow️ streamline content and business processes
right_arrow️ empower back-end users to work more efficiently
right_arrow️ improve customer satisfaction 
 via  ",pos
1999," YE I'LL SHOW IN DM SOON !! I got the Isis oracle and a circus tarot deck- meaning I now have two circus themed tarot decks!? I'm just a funny lil clown man now! 
AND IT'S SIMILAR! pendulum work is for spiritual guidance and asking extremely simple questions!",neg
2000,"   As long as the new author adds content with new meaning and value to the original work and it is non commercial, it falls within the Fair Use doctrine.

Www.transformative  it's ao3's their parent organization.",neg
2001,"  Do you work for the Catholic Church?

",neg
2002," smiling_face_with_heart-eyes as a writer who just started taking this work to a more serious level, it’s inspiring to see your path.",neg
2003,"Thank you so much to the wonderful group who attended the Transparent Oracle Masterclass tonight, it was an honour and a joy to share this work with you and open these gateways for you to journey through. purple_heartpurple_heart

Next online workshop is The Magic of Shakespeare on March 10th! ",pos
2004,"Putting in work behind the arc 

 || Game Ready ",neg
2005,"I can’t get a break in between all my actual work, and a question every 8 fucking minutes like I’m some sort of oracle. I’m not smart",pos
2006,Does Nostradamus work at the Simpson’s? ,pos
2007,"Work-life balance matters here. Vijayraj and his fellow engineers share their insights on balancing family, career, and more at Oracle Cloud Infrastructure.  #LifeAtOracle #OCI ",pos
2008,"white_heavy_check_mark️ In-House Random Number Generator and Oracle Development: Improved scalability and faster transaction experience for betting platforms on Arbitrum.

A great project takes great planning to work,  is a great project.",neg
2009,"  Hey, sorry legal is my day job. Small thing. So long as the work is transformative and no money is being made off of it, it's 100 percent legal under Fair Use in copyright law, no company permission needed.  Fanfic falls under this category - one of the reasons",neg
2010,"snuggle buddy. In fact, it’s very hard to separate yourself from him when he gets cuddly, cuz he’ll just fall asleep with you in his coils. You’ve been late to work on one or two occasions due to this, leading to a long talk with Oracle about your need to put bread on the table",neg
